s022,0.0512,0.687,0.0502,0.383,0.0455,0.2723,0.0827,1.3498,0.0499,1.0709,0.0605,0.982,0.0476,0.2959,0.0786,0.3852,0.052,1.014,0.0597,0.9766,0.0708
s024,0.0803,0.3385,0.0544,0.2047,0.0449,0.1379,0.059,0.9583,0.0551,0.6871,0.0573,0.3343,0.0511,0.1623,0.0753,0.1849,0.0602,0.3296,0.0854,0.3894,0.0791
s025,0.1027,0.3228,0.0727,0.131,0.0683,0.1275,0.076,0.8474,0.0749,0.5942,0.0801,0.2954,0.0757,0.1377,0.0716,0.1762,0.0694,0.2819,0.0845,0.6447,0.083
s026,0.0884,0.2528,0.0698,0.1183,0.087,0.15,0.0796,0.3643,0.0643,0.4054,0.0737,0.2066,0.0833,0.2019,0.0827,0.1372,0.0588,0.1664,0.0944,0.2941,0.0901
s027,0.0942,0.4309,0.0806,0.4415,0.1117,0.0965,0.0909,0.7528,0.0732,0.6461,0.1097,0.2822,0.1143,0.0856,0.1037,0.3018,0.0802,0.178,0.116,0.4295,0.0877
s028,0.072,0.2144,0.0539,0.1113,0.0584,0.0768,0.0636,0.6963,0.0538,0.5179,0.07,0.3684,0.0495,0.2243,0.0705,0.1741,0.0567,0.2765,0.0527,0.209,0.0487
s029,0.0922,0.2076,0.0609,0.1249,0.0494,0.1085,0.066,0.5266,0.0787,0.518,0.0687,0.1824,0.0675,0.1386,0.0788,0.1843,0.0812,0.1837,0.0791,0.2742,0.0577
s030,0.0795,0.7595,0.0893,0.5565,0.0647,0.2136,0.0781,0.7793,0.0718,0.5026,0.0724,0.4913,0.105,0.1661,0.0954,0.1687,0.0672,0.2905,0.0654,0.5455,0.0744
s031,0.0845,0.3688,0.0622,0.1943,0.0743,0.2594,0.062,0.9022,0.0534,0.6029,0.074,0.3465,0.0692,0.1495,0.0967,0.1369,0.086,0.3003,0.0796,0.3814,0.0689
s032,0.1037,0.3124,0.0947,0.1848,0.0895,0.2498,0.0901,0.5941,0.0881,0.6378,0.0949,0.2477,0.076,0.1569,0.0791,0.1708,0.0627,0.2549,0.0704,0.5731,0.0729
s033,0.1064,0.5252,0.1668,0.2197,0.1573,0.2895,0.1496,0.9184,0.1082,0.8914,0.1419,0.3548,0.1335,0.3849,0.274,0.3893,0.1492,0.4508,0.1402,0.5192,0.122
s034,0.0797,0.2486,0.0732,0.0913,0.0686,0.1175,0.0683,0.7633,0.0763,0.6176,0.1088,0.2532,0.078,0.1235,0.0908,0.1517,0.0975,0.2727,0.0892,0.5641,0.0698
s035,0.0475,0.3817,0.0699,0.1294,0.0598,0.2224,0.0689,0.6392,0.0697,0.7942,0.104,0.4963,0.0582,0.2108,0.0757,0.2389,0.0555,0.2382,0.0607,0.4146,0.0719
s036,0.0452,1.2139,0.0376,0.5992,0.0404,0.8781,0.046,1.0561,0.0415,1.0984,0.0399,0.8658,0.041,0.3864,0.0466,0.3982,0.0349,0.9342,0.0409,1.7019,0.0437
s037,0.115,0.3472,0.086,0.1462,0.0774,0.1625,0.0826,0.5647,0.0687,0.3965,0.0855,0.2281,0.1113,0.1627,0.1015,0.1701,0.086,0.2138,0.1213,0.5569,0.1073
s038,0.0805,0.4997,0.0572,0.0928,0.0584,0.3241,0.0646,0.5494,0.0531,0.8636,0.0724,0.5887,0.068,0.1697,0.0957,0.1339,0.0609,0.3869,0.0765,0.4175,0.0604
s039,0.0723,0.2671,0.0732,0.1615,0.0629,0.1731,0.0806,0.6472,0.0742,0.619,0.1379,0.4681,0.0684,0.2425,0.0859,0.1759,0.0777,0.4406,0.0777,0.338,0.0793
s040,0.1271,0.5617,0.143,0.2422,0.1162,0.2392,0.1329,1.1744,0.0793,0.8238,0.0857,0.5297,0.1455,0.42,0.1786,0.1979,0.1148,0.3478,0.1111,0.7896,0.1435
s041,0.1804,0.3911,0.1092,0.1953,0.0905,0.1613,0.1184,0.4693,0.0938,0.6006,0.1432,0.2837,0.1154,0.2787,0.1477,0.2757,0.1091,0.2746,0.1047,0.3513,0.1098
s042,0.0852,0.3096,0.0564,0.1568,0.0657,0.204,0.0674,0.773,0.0619,0.5988,0.0678,0.613,0.0619,0.1687,0.0544,0.2519,0.0868,0.3551,0.087,0.3417,0.0758
s043,0.0591,0.9574,0.0578,0.8738,0.0607,0.1182,0.0871,0.6083,0.0511,0.6942,0.0455,0.795,0.0599,0.1093,0.1005,0.2904,0.0545,0.391,0.0472,0.7577,0.0581
s044,0.0808,0.5879,0.0485,0.1953,0.0534,0.4385,0.0502,0.9645,0.0483,0.67,0.0514,0.9117,0.0635,0.1947,0.0624,0.218,0.0578,0.4234,0.0719,0.613,0.0734
s046,0.0992,0.752,0.0771,0.371,0.0751,0.4402,0.0761,0.426,0.0885,0.8874,0.099,0.4301,0.0817,0.4315,0.1094,0.1854,0.0949,0.4075,0.0923,0.4489,0.0813
s047,0.0771,0.5961,0.0874,0.3746,0.0595,0.1464,0.0708,1.0455,0.0678,0.8024,0.0838,0.7211,0.0654,0.196,0.0813,0.2917,0.0834,0.7588,0.1108,1.0536,0.1012
s048,0.0939,0.2634,0.0837,0.0925,0.0624,0.1094,0.0785,0.684,0.0747,0.577,0.0822,0.1759,0.0693,0.1495,0.0824,0.22,0.0754,0.2373,0.0798,0.2787,0.091
s049,0.0813,1.7172,0.1188,0.4076,0.0842,3.2346,0.1358,1.6592,0.1015,2.6378,0.0968,1.3388,0.0892,0.4378,0.1542,0.4826,0.0855,0.8413,0.0747,1.3607,0.0804
s050,0.0958,0.4214,0.0641,0.191,0.0661,0.4158,0.0827,0.5511,0.072,0.5527,0.0949,0.298,0.103,0.2004,0.0987,0.1886,0.0711,0.2207,0.0989,0.3297,0.0945
s051,0.1053,0.257,0.0754,0.1281,0.068,0.1365,0.0701,0.3711,0.0757,0.3881,0.0671,0.2351,0.0774,0.1679,0.0689,0.1608,0.0777,0.1472,0.0855,0.398,0.0666
s052,0.0565,0.8449,0.0883,0.0724,0.1031,0.1059,0.0786,0.9017,0.0688,0.456,0.0702,0.3118,0.069,0.2127,0.0781,0.4157,0.0803,0.0745,0.1055,0.6748,0.0792
s053,0.13,0.3287,0.0518,0.0662,0.0941,0.0913,0.0624,0.3638,0.0773,0.4648,0.0589,0.2501,0.091,0.1359,0.1245,0.0907,0.1073,0.1035,0.1165,0.3168,0.1108
s054,0.1008,0.6602,0.077,0.1831,0.093,0.1971,0.0787,0.5678,0.064,0.4926,0.0687,0.2906,0.0844,0.1762,0.0847,0.3738,0.0676,0.272,0.0986,0.3069,0.0973
s055,0.0824,0.2022,0.0861,0.0948,0.0779,0.1162,0.0821,0.3972,0.1008,0.3877,0.1182,0.1468,0.0806,0.1035,0.0957,0.1212,0.067,0.177,0.0826,0.2402,0.0807
s056,0.115,0.3013,0.0757,0.1845,0.084,0.1106,0.0983,0.4041,0.0978,0.4533,0.1053,0.2672,0.1167,0.3921,0.1195,0.1809,0.0889,0.1782,0.1155,0.3689,0.1082
s057,0.0987,0.2092,0.0725,0.1,0.0819,0.1423,0.0553,0.3155,0.066,0.4026,0.0625,0.2212,0.0811,0.1238,0.0787,0.1783,0.0654,0.2461,0.0956,0.3923,0.1283
